url_id,company_id,company_name,company_url,url_type,url,article_type,article_date,article_title,article_url,is_new
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-04-22,FWD生命、オリックス・バファローズのゲームスポンサーとして「FWD生命DAY with バファローズ☆ポンタ ファミリー」を開催,https://www.fwdlife.co.jp/press/2026/0422/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-03-27,FWD生命、『FWD円建一時払変額年金』の費用一部引き下げのお知らせ,https://www.fwdlife.co.jp/press/2026/0327/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-03-25,FWD生命、子ども虐待防止『オレンジリボン運動』支援のための募集代理店との協同寄付を実施,https://www.fwdlife.co.jp/press/2026/0325/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-03-17,FWD生命、HDI格付けベンチマーク 最高評価『三つ星』を受賞,https://www.fwdlife.co.jp/press/2026/0317/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-03-16,2025年度 第３四半期の業績の概要,https://www.fwdlife.co.jp/press/2026/0316/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-03-09,FWD生命、「健康経営優良法人2026（大規模法人部門）」に3年連続で認定,https://www.fwdlife.co.jp/press/2026/0309/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-02-17,役員人事のお知らせ,https://www.fwdlife.co.jp/press/2026/0217/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2026-01-30,FWD生命、オリックス・バファローズの2026年シ－ズンユニフォーム広告スポンサー契約を締結,https://www.fwdlife.co.jp/press/2026/0130/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-12-08,FWD生命、「DX推進基盤構築の取り組み」について「IT奨励賞（共創・エコシステム構築）」を受賞,https://www.fwdlife.co.jp/press/2025/1208/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-11-28,FWD生命、NEW よい保険・悪い保険2026年版（徳間書店）において『FWD収入保障』が7年連続でベストランキング第1位、『FWD収入保障引受緩和』が2年連続第1位、『FWD医療Ⅱ』が第1位を獲得,https://www.fwdlife.co.jp/press/2025/1128/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-11-26,FWD生命、『FWD収入保障』が「第18回ペアレンティングアワード」を受賞,https://www.fwdlife.co.jp/press/2025/1126/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-11-25,2025年度 第２四半期の業績の概要,https://www.fwdlife.co.jp/press/2025/1125/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-11-06,FWD生命、「Omne by FWD」登録者数30万人を突破 ～7月に「FWD円建一時払変額年金照会機能」を追加、さらなるお客さま利便性向上へ～,https://www.fwdlife.co.jp/press/2025/1106/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-10-02,FWD生命、生成AIを活用した医務査定支援システムを導入,https://www.fwdlife.co.jp/press/2025/1002/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-10-01,FWD生命、NPO法人全国福祉理美容師養成協会のがん患者に向けた医療用ウィッグ寄贈プロジェクトを支援～元SKE48 矢方美紀さんが体験を語るインスタライブを10月10日(金)に開催～,https://www.fwdlife.co.jp/press/2025/1001/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-09-09,乗合代理店との適切な関係性の構築に向けて,https://www.fwdlife.co.jp/press/2025/0909/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-08-29,2025年度 第１四半期決算の概要,https://www.fwdlife.co.jp/press/2025/0829/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-08-15,FWD生命、オリックス・バファローズのゲームスポンサーとして「FWD生命DAY with バファローズ☆ポンタ ファミリー」を開催,https://www.fwdlife.co.jp/press/2025/0815/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-08-08,FWD生命とTOKYO FMによる新しい音楽イベント『ORANGE STATION LIVE 2025』終演！藤巻亮太やSHE'Sが出演するダイジェストムービーを公開,https://www.fwdlife.co.jp/press/2025/0808/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-08-07,金融庁による報告徴求命令の受領について,https://www.fwdlife.co.jp/press/2025/0807/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-08-01,FWD生命、新たな商品付帯サービス「健康アプリ『HELPO（へルポ）』」を提供開始,https://www.fwdlife.co.jp/press/2025/0801-2/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-08-01,FWD生命、健康なら割安になる『FWD収入保障』の保険料をさらに引き下げ,https://www.fwdlife.co.jp/press/2025/0801/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-07-28,役員人事のお知らせ,https://www.fwdlife.co.jp/press/2025/0728/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-06-30,役員人事のお知らせ,https://www.fwdlife.co.jp/press/2025/0630/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-06-19,2024年度決算の概要,https://www.fwdlife.co.jp/press/2025/0619/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-06-02,FWD生命、「ふえる」期待と「へらさない」安心感を円建でかなえられる『FWD円建一時払変額年金』を発売,https://www.fwdlife.co.jp/press/2025/0602/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-05-27,FWD生命とTOKYO FMによる新しい音楽イベント 『ORANGE STATION LIVE 2025』続報！ 藤巻亮太、SHE'Sと共演するインディーズアーティストが決定！,https://www.fwdlife.co.jp/press/2025/0527/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-04-23,FWD生命、オリックス・バファローズ の公式キッズチアダンスアカデミー「Buffaloes Little Girls」のスポンサーに,https://www.fwdlife.co.jp/press/2025/0423/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-04-07,FWD生命とTOKYO FMによる新しい音楽イベント『ORANGE STATION LIVE 2025』にSHE'Sの出演が決定！,https://www.fwdlife.co.jp/press/2025/0407/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-04-04,FWD生命、「価格.com保険アワード2025年版」において生命保険 収入保障保険部門で5年連続第1位を受賞,https://www.fwdlife.co.jp/press/2025/0404/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-03-31,FWD生命とTOKYO FMによるメジャーとインディーズの垣根を越えた音楽イベント『ORANGE STATION LIVE 2025』開催決定！藤巻亮太の出演が決定!!,https://www.fwdlife.co.jp/press/2025/0331/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-03-26,FWD生命、子ども虐待防止『オレンジリボン運動』支援のための募集代理店との協同寄付を実施,https://www.fwdlife.co.jp/press/2025/0326/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-03-25,FWD生命、新商品『FWD医療Ⅱ』のPRイベントを開催,https://www.fwdlife.co.jp/press/2025/0325/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-03-10,FWD生命、「健康経営優良法人2025」に認定,https://www.fwdlife.co.jp/press/2025/0310/,True
Fwdlife@ニュースリリース@press,Fwdlife,ＦＷＤ生命保険株式会社,https://www.fwdlife.co.jp,ニュースリリース,https://www.fwdlife.co.jp/press,ニュースリリース,2025-02-28,2024年度第３四半期（2024年4月1日～2024年12月31日）の業績の概要,https://www.fwdlife.co.jp/press/2025/0228/,True
